Id,Año,Mes,Día,Rango de hora,Sexo,Rango de edad,Lugar,Provincia
2063,2017,Junio,Viernes,18:00-23:59,Hombre,N/D,Río,Dajabón
2064,2017,Junio,Domingo,18:00-23:59,Mujer,15-19,Mar,San Cristóbal
2065,2017,Junio,Domingo, 6:00-11:59,Hombre,0-4,Piscina,Independencia
2066,2017,Junio,Domingo,12:00-17:59,Hombre,25-29,Río,La Vega
2067,2017,Junio,Jueves,12:00-17:59,Hombre,30-34,Mar,Santo Domingo
2068,2017,Junio,Jueves,12:00-17:59,Hombre,20-24,Canal,Santiago
2069,2017,Julio,Domingo,12:00-17:59,Hombre,25-29,Río,La Vega
2070,2017,Julio,Domingo,12:00-17:59,Hombre,45-49,Otros,Puerto Plata
2071,2017,Julio,Domingo,12:00-17:59,Hombre,25-29,Río,El Seybo
2072,2017,Julio,Martes,12:00-17:59,Hombre,9-May,Playa,María Trinidad Sánchez
2073,2017,Julio,Miércoles,12:00-17:59,Hombre,9-May,Río,María Trinidad Sánchez
2074,2017,Julio,Miércoles,12:00-17:59,Hombre,30-34,Río,Santiago
2075,2017,Julio,Miércoles,12:00-17:59,Hombre,25-29,Río,Monte Cristi
2076,2017,Julio,Jueves, 6:00-11:59,Hombre,15-19,Pozo,Peravia
2077,2017,Julio,Jueves, 6:00-11:59,Mujer,0-4,Cisterna,Santo Domingo
2078,2017,Julio,Sábado,12:00-17:59,Hombre,14-Oct,Río,Santiago
2079,2017,Julio,Sábado,12:00-17:59,Hombre,25-29,Río,Santiago
2080,2017,Julio,Domingo,12:00-17:59,Hombre,14-Oct,Playa,Samaná
2081,2017,Julio,Martes, 6:00-11:59,Hombre,N/D,Río,Monte Plata
2082,2017,Julio,Martes,12:00-17:59,Hombre,45-49,Río,La Altagracia
2083,2017,Julio,Viernes,18:00-23:59,Hombre,9-May,Canal,Santiago
2084,2017,Julio,Sábado,12:00-17:59,Hombre,0-4,Canal,Monte Cristi
2085,2017,Julio,Domingo,18:00-23:59,Hombre,15-19,Otros,La Altagracia
2086,2017,Julio,Domingo,12:00-17:59,Hombre,35-39,Canal,Monte Cristi
2087,2017,Julio,Domingo,12:00-17:59,Hombre,15-19,Canal,Monte Cristi
2088,2017,Julio,Domingo,12:00-17:59,Hombre,20-24,Canal,Monte Cristi
2089,2017,Julio,Lunes,18:00-23:59,Hombre,35-39,Otros,San Juan
2090,2017,Julio,Miércoles,12:00-17:59,Mujer,55-59,Mar,Santo Domingo
2091,2017,Julio,Jueves,12:00-17:59,Hombre,45-49,Río,Santo Domingo
2092,2017,Julio,Jueves,18:00-23:59,Hombre,45-49,Río,Santiago
2093,2017,Julio,Viernes,12:00-17:59,Hombre,14-Oct,Río,La Vega
2094,2017,Julio,Sábado,18:00-23:59,Hombre,9-May,Piscina,San Juan
2095,2017,Julio,Domingo,12:00-17:59,Mujer,45-49,Río,Santiago Rodriguez
2096,2017,Julio,Domingo,18:00-23:59,Hombre,15-19,Río,Santo Domingo
2097,2017,Julio,Domingo,18:00-23:59,Hombre,9-May,Playa,Santo Domingo
2098,2017,Julio,Lunes, 6:00-11:59,Hombre,50-54,Pozo,La Romana
2099,2017,Julio,Martes,12:00-17:59,Hombre,75-79,Playa,La Romana
2100,2017,Julio,Martes,12:00-17:59,Hombre,N/D,Río,Puerto Plata
2101,2017,Julio,Miércoles,12:00-17:59,Hombre,20-24,Río,Santiago
2102,2017,Julio,Miércoles,12:00-17:59,Hombre,N/D,Piscina,Puerto Plata
2103,2017,Julio,Jueves,18:00-23:59,Hombre,30-34,Río,Valverde
2104,2017,Julio,Miércoles,N/D,Hombre,N/D,Río,Duarte
2105,2017,Julio,Sábado,12:00-17:59,Hombre,30-34,Río,Azua
2106,2017,Julio,Sábado,12:00-17:59,Hombre,9-May,Piscina,Santo Domingo
2107,2017,Julio,Lunes,12:00-17:59,Hombre,14-Oct,Río,La Vega
2108,2017,Julio,Lunes,12:00-17:59,Hombre,15-19,Río,San Cristóbal
2109,2017,Agosto,Martes,18:00-23:59,Hombre,50-54,Playa,San Cristóbal
2110,2017,Agosto,Miércoles,12:00-17:59,Hombre,9-May,Río,Valverde
2111,2017,Agosto,Viernes, 6:00-11:59,Mujer,40-44,Río,San Juan
2112,2017,Agosto,Sábado,12:00-17:59,Hombre,9-May,Piscina,La Altagracia
2113,2017,Agosto,Sábado,12:00-17:59,Mujer,15-19,Río,Monte Plata
2114,2017,Agosto,Sábado,12:00-17:59,Mujer,14-Oct,Río,Monte Plata
2115,2017,Agosto,Domingo,12:00-17:59,Mujer,0-4,Cisterna,María Trinidad Sánchez
2116,2017,Agosto,Domingo,12:00-17:59,Mujer,15-19,Río,Monte Plata
2117,2017,Agosto,Domingo,12:00-17:59,Hombre,9-May,Pozo,Distrito Nacional
2118,2017,Agosto,Lunes, 6:00-11:59,Hombre,20-24,Canal,Santiago
2119,2017,Agosto,Lunes,18:00-23:59,Hombre,9-May,Río,Duarte
2120,2017,Agosto,Lunes,0:00-05:59,Hombre,30-34,Río,Santiago
2121,2017,Agosto,Miércoles,18:00-23:59,Hombre,35-39,Río,La Vega
2122,2017,Agosto,Domingo,12:00-17:59,Hombre,9-May,Río,San Cristóbal
2123,2017,Agosto,Miércoles,12:00-17:59,Hombre,14-Oct,Río,Sánchez Ramírez
2124,2017,Agosto,Miércoles,12:00-17:59,Hombre,15-19,Mar,Santo Domingo
2125,2017,Agosto,Miércoles, 6:00-11:59,Hombre,20-24,Playa,María Trinidad Sánchez
2126,2017,Agosto,Miércoles,18:00-23:59,Hombre,15-19,Playa,San Cristóbal
2127,2017,Agosto,Miércoles, 6:00-11:59,Hombre,14-Oct,Otros,Duarte
2128,2017,Agosto,Viernes,12:00-17:59,Hombre,55-59,Río,Samaná
2129,2017,Agosto,Sábado,12:00-17:59,Mujer,80 y mas,Playa,Samaná
2130,2017,Agosto,Sábado,18:00-23:59,Hombre,35-39,Canal,San Juan
2131,2017,Agosto,Domingo, 6:00-11:59,Hombre,15-19,Río,Santiago
2132,2017,Agosto,Domingo,12:00-17:59,Hombre,20-24,Río,Monseñor Nouel
2133,2017,Agosto,Lunes,12:00-17:59,Hombre,0-4,Pozo,Duarte
2134,2017,Agosto,Miércoles,18:00-23:59,Hombre,30-34,Río,Independencia
2135,2017,Agosto,Sábado,12:00-17:59,Hombre,15-19,Río,Santo Domingo
2136,2017,Agosto,Domingo,12:00-17:59,Hombre,20-24,Río,Monte Plata
2137,2017,Agosto,Domingo, 6:00-11:59,Hombre,55-59,Playa,Azua
2138,2017,Agosto,Lunes,12:00-17:59,Hombre,0-4,Canal,San Juan
2139,2017,Septiembre,Sábado,18:00-23:59,Hombre,15-19,Río,San Cristóbal
2140,2017,Septiembre,Domingo,12:00-17:59,Hombre,30-34,Playa,Peravia
2141,2017,Septiembre,Domingo,12:00-17:59,Hombre,9-May,Río,Puerto Plata
2142,2017,Septiembre,Jueves,12:00-17:59,Hombre,40-44,Canal,Azua
2143,2017,Septiembre,Domingo,18:00-23:59,Hombre,9-May,Mar,Distrito Nacional
2144,2017,Septiembre,Martes,12:00-17:59,Hombre,25-29,Pozo,Hato Mayor
2145,2017,Septiembre,Martes,18:00-23:59,Hombre,40-44,Río,La Vega
2146,2017,Septiembre,Miércoles,12:00-17:59,Hombre,25-29,Río,Valverde
2147,2017,Septiembre,Sábado,12:00-17:59,Hombre,60-64,Playa,La Altagracia
2148,2017,Septiembre,Sábado,12:00-17:59,Hombre,0-4,Otros,La Vega
2149,2017,Septiembre,Martes,12:00-17:59,Mujer,0-4,Río,Peravia
2150,2017,Septiembre,Miércoles,12:00-17:59,Hombre,N/D,Río,Monte Cristi
2151,2017,Septiembre,Jueves,12:00-17:59,Hombre,N/D,Río,Valverde
2152,2017,Septiembre,Jueves,12:00-17:59,Hombre,N/D,Río,La Vega
2153,2017,Septiembre,Viernes, 6:00-11:59,Hombre,N/D,Río,Monte Cristi
2154,2017,Septiembre,Viernes, 6:00-11:59,Hombre,N/D,Río,Monte Cristi
2155,2017,Septiembre,Viernes,18:00-23:59,Hombre,75-79,Río,La Altagracia
2156,2017,Septiembre,Viernes,18:00-23:59,Hombre,N/D,Río,Monte Cristi
2157,2017,Septiembre,Sábado,12:00-17:59,Mujer,N/D,Otros,La Altagracia
2158,2017,Septiembre,Domingo,12:00-17:59,Hombre,35-39,Río,Valverde
2159,2017,Septiembre,Domingo,18:00-23:59,Mujer,20-24,Otros,Dajabón
2160,2017,Septiembre,Domingo,18:00-23:59,Hombre,15-19,Otros,Monte Cristi
2161,2017,Septiembre,Domingo,0:00-05:59,Hombre,40-44,Río,Azua
2162,2017,Septiembre,Lunes,12:00-17:59,Mujer,9-May,Piscina,Santo Domingo
2163,2017,Septiembre,Martes, 6:00-11:59,Hombre,N/D,Río,Monte Cristi
2164,2017,Septiembre,Martes, 6:00-11:59,Hombre,15-19,Río,Valverde
2165,2017,Septiembre,Martes, 6:00-11:59,Hombre,N/D,Mar,Puerto Plata
2166,2017,Septiembre,Miércoles,12:00-17:59,Mujer,0-4,Cubeta,La Vega
2167,2017,Octubre,Domingo,18:00-23:59,Hombre,25-29,Río,Barahona
2168,2017,Octubre,Martes,12:00-17:59,Hombre,20-24,Mar,Santo Domingo
2169,2017,Octubre,Miércoles,12:00-17:59,Mujer,9-May,Río,La Altagracia
2170,2017,Octubre,Miércoles,12:00-17:59,Hombre,9-May,Río,La Altagracia
2171,2017,Octubre,Jueves,12:00-17:59,Hombre,0-4,Otros,Monte Plata
2172,2017,Octubre,Jueves,18:00-23:59,Hombre,70-74,Río,La Romana
2173,2017,Octubre,Viernes,12:00-17:59,Hombre,50-54,Playa,La Altagracia
2174,2017,Octubre,Sábado,12:00-17:59,Mujer,15-19,Río,Valverde
2175,2017,Octubre,Domingo,12:00-17:59,Hombre,20-24,Río,Bahoruco
2176,2017,Octubre,Domingo,12:00-17:59,Hombre,35-39,Otros,Distrito Nacional
2177,2017,Octubre,Miércoles, 6:00-11:59,Hombre,50-54,Río,El Seybo
2178,2017,Octubre,Jueves,12:00-17:59,Hombre,55-59,Mar,Puerto Plata
2179,2017,Octubre,Domingo,18:00-23:59,Hombre,9-May,Cisterna,Peravia
2180,2017,Octubre,Domingo,12:00-17:59,Mujer,40-44,Otros,San Juan
2181,2017,Octubre,Sábado, 6:00-11:59,Hombre,45-49,Mar,La Romana
2182,2017,Octubre,Domingo,18:00-23:59,Hombre,0-4,Cisterna,La Romana
2183,2017,Octubre,Lunes, 6:00-11:59,Hombre,45-49,Playa,La Romana
2184,2017,Octubre,Martes,12:00-17:59,Hombre,50-54,Playa,El Seybo
2185,2017,Octubre,Miércoles,12:00-17:59,Hombre,30-34,Cubeta,Santiago
2186,2017,Octubre,Miércoles,12:00-17:59,Hombre,14-Oct,Playa,San Cristóbal
2187,2017,Octubre,Jueves,12:00-17:59,Hombre,20-24,Río,Santiago
2188,2017,Octubre,Jueves, 6:00-11:59,Hombre,15-19,Río,San Juan
2189,2017,Octubre,Viernes, 6:00-11:59,Hombre,N/D,Playa,La Altagracia
2190,2017,Octubre,Domingo,18:00-23:59,Mujer,0-4,Cisterna,Santo Domingo
2191,2017,Octubre,Martes,12:00-17:59,Mujer,15-19,Río,La Romana
2192,2017,Noviembre,Miércoles,12:00-17:59,Hombre,9-May,Piscina,La Altagracia
2193,2017,Noviembre,Miércoles,12:00-17:59,Mujer,0-4,Piscina,La Altagracia
2194,2017,Noviembre,Jueves,N/D,Hombre,45-49,Mar,Puerto Plata
2195,2017,Noviembre,Domingo,12:00-17:59,Hombre,15-19,Río,Monte Plata
2196,2017,Noviembre,Lunes,12:00-17:59,Hombre,15-19,Playa,La Altagracia
2197,2017,Noviembre,Lunes,0:00-05:59,Hombre,50-54,Mar,Distrito Nacional
2198,2017,Noviembre,Lunes, 6:00-11:59,Mujer,0-4,Canal,La Vega
2199,2017,Noviembre,Viernes, 6:00-11:59,Mujer,80 y mas,Canal,Peravia
2200,2017,Noviembre,Sábado,18:00-23:59,Hombre,30-34,Río,Puerto Plata
2201,2017,Noviembre,Sábado,18:00-23:59,Hombre,40-44,Río,El Seybo
2202,2017,Noviembre,Domingo,12:00-17:59,Hombre,35-39,Otros,San Juan
2203,2017,Noviembre,Domingo,0:00-05:59,Hombre,35-39,Río,Puerto Plata
2204,2017,Noviembre,Domingo, 6:00-11:59,Hombre,30-34,Río,Puerto Plata
2205,2017,Noviembre,Martes,18:00-23:59,Hombre,80 y mas,Río,Santiago
2206,2017,Noviembre,Jueves,12:00-17:59,Mujer,N/D,Playa,Santo Domingo
2207,2017,Noviembre,Lunes, 6:00-11:59,Hombre,N/D,Río,Monte Cristi
2208,2017,Noviembre,Lunes,12:00-17:59,Hombre,25-29,Río,El Seybo
2209,2017,Noviembre,Domingo, 6:00-11:59,Hombre,N/D,Mar,Distrito Nacional
2210,2017,Noviembre,Martes,12:00-17:59,Mujer,0-4,Cubeta,Puerto Plata
2211,2017,Noviembre,Martes, 6:00-11:59,Hombre,0-4,Cubeta,San Cristóbal
2212,2017,Diciembre,Domingo,12:00-17:59,Mujer,0-4,Cubeta,Puerto Plata
2213,2017,Diciembre,Domingo, 6:00-11:59,Hombre,15-19,Río,Monte Cristi
2214,2017,Diciembre,Lunes,12:00-17:59,Mujer,15-19,Canal,San Juan
2215,2017,Diciembre,Lunes, 6:00-11:59,Hombre,35-39,Río,Duarte
2216,2017,Diciembre,Martes,12:00-17:59,Hombre,45-49,Mar,Santo Domingo
2217,2017,Diciembre,Sábado,18:00-23:59,Hombre,60-64,Piscina,La Altagracia
2218,2017,Diciembre,Lunes, 6:00-11:59,Hombre,45-49,Canal,Santiago
2219,2017,Diciembre,Martes, 6:00-11:59,Mujer,40-44,Canal,Santiago
2220,2017,Diciembre,Martes, 6:00-11:59,Hombre,20-24,Canal,Bahoruco
2221,2017,Diciembre,Martes,N/D,Hombre,14-Oct,Río,Monte Plata
2222,2018,Enero,Miércoles,0:00-05:59,Hombre,45-49,Mar,Distrito Nacional
2223,2018,Enero,Domingo,18:00-23:59,Hombre,30-34,Playa,Santo Domingo
2224,2018,Enero,Jueves,12:00-17:59,Hombre,N/D,Otros,Santo Domingo
2225,2018,Enero,Miércoles,18:00-23:59,Hombre,25-29,Otros,Sánchez Ramírez
2226,2018,Enero,Miércoles,18:00-23:59,Hombre,45-49,Otros,La Altagracia
2227,2018,Enero,Lunes,6:00-11:59,Hombre,35-39,Río,Distrito Nacional
2228,2018,Enero,Jueves,18:00-23:59,Hombre,N/D,Otros,La Vega
2229,2018,Enero,Jueves,18:00-23:59,Hombre,0-4,Otros,Santo Domingo
2230,2018,Enero,Jueves,6:00-11:59,Hombre,75-79,Otros,La Altagracia
2231,2018,Enero,Miércoles,12:00-17:59,Hombre,45-49,Río,San José de Ocoa
2232,2018,Enero,Jueves,18:00-23:59,Hombre,40-44,Río,San Cristóbal
2233,2018,Enero,Jueves,18:00-23:59,Hombre,50-54,Río,San Cristóbal
2234,2018,Enero,Martes,12:00-17:59,Hombre,80 y mas,Otros,Valverde
2235,2018,Enero,Martes,6:00-11:59,Hombre,15-19,Mar,Puerto Plata
2236,2018,Enero,Lunes,18:00-23:59,Hombre,20-24,Río,Samaná
2237,2018,Enero,Viernes,12:00-17:59,Hombre,65-69,Río,Peravia
2238,2018,Enero,Jueves,12:00-17:59,Hombre,9-May,Río,San Cristóbal
2239,2018,Enero,Miércoles,12:00-17:59,Hombre,40-44,Playa,La Romana
2240,2018,Enero,Lunes,12:00-17:59,Hombre,50-54,Mar,Distrito Nacional
2241,2018,Febrero,Martes,12:00-17:59,Hombre,0-4,Otros,Distrito Nacional
2242,2018,Febrero,Martes,18:00-23:59,Hombre,14-Oct,Mar,Samaná
2243,2018,Febrero,Martes,6:00-11:59,Hombre,60-64,Otros,Santo Domingo
2244,2018,Febrero,Martes,12:00-17:59,Hombre,25-29,Río,Valverde
2245,2018,Febrero,Domingo,12:00-17:59,Hombre,N/D,Otros,Hato Mayor
2246,2018,Febrero,Jueves,18:00-23:59,Hombre,20-24,Otros,Peravia
2247,2018,Febrero,Lunes,12:00-17:59,Hombre,45-49,Otros,Peravia
2248,2018,Febrero,Lunes,6:00-11:59,Hombre,50-54,Otros,Valverde
2249,2018,Febrero,Viernes,12:00-17:59,Hombre,30-34,Otros,San Juan
2250,2018,Febrero,Martes,12:00-17:59,Hombre,35-39,Río,Barahona
2251,2018,Febrero,Lunes,18:00-23:59,Hombre,15-19,Mar,Puerto Plata
2252,2018,Febrero,Domingo,12:00-17:59,Hombre,0-4,Otros,Santo Domingo
2253,2018,Febrero,Domingo,18:00-23:59,Hombre,20-24,Mar,San Juan
2254,2018,Marzo,Sábado,12:00-17:59,Hombre,20-24,Río,Monte Plata
2255,2018,Marzo,Sábado,12:00-17:59,Hombre,15-19,Río,Sánchez Ramírez
2256,2018,Marzo,Sábado,12:00-17:59,Hombre,30-34,Río,Sánchez Ramírez
2257,2018,Marzo,Sábado,12:00-17:59,Hombre,75-79,Otros,Sánchez Ramírez
2258,2018,Marzo,Viernes,18:00-23:59,Hombre,9-May,Río,El Seybo
2259,2018,Marzo,Jueves,12:00-17:59,Mujer,14-Oct,Otros,Santiago
2260,2018,Marzo,Miércoles,12:00-17:59,Hombre,15-19,Playa,San Cristóbal
2261,2018,Marzo,Martes,6:00-11:59,Hombre,60-64,Playa,La Altagracia
2262,2018,Marzo,Martes,12:00-17:59,Mujer,70-74,Mar,Santo Domingo
2263,2018,Marzo,Lunes,6:00-11:59,Hombre,0-4,Otros,Azua
2264,2018,Marzo,Sábado,6:00-11:59,Hombre,45-49,Mar,Santo Domingo
2265,2018,Marzo,Viernes,12:00-17:59,Hombre,15-19,Otros,San Cristóbal
2266,2018,Marzo,Miércoles,12:00-17:59,Hombre,20-24,Mar,Santo Domingo
2267,2018,Marzo,Domingo,18:00-23:59,Hombre,15-19,Río,Monte Plata
2268,2018,Marzo,Domingo,6:00-11:59,Hombre,N/D,Otros,Azua
2269,2018,Marzo,Domingo,12:00-17:59,Hombre,50-54,Río,San Pedro de Macorís
2270,2018,Marzo,Domingo,12:00-17:59,Hombre,15-19,Playa,Barahona
2271,2018,Marzo,Sábado,N/D,Hombre,N/D,Río,Monte Cristi
2272,2018,Marzo,Sábado,12:00-17:59,Hombre,50-54,Río,Bahoruco
2273,2018,Marzo,Sábado,12:00-17:59,Hombre,45-49,Río,Puerto Plata
2274,2018,Marzo,Miércoles,6:00-11:59,Hombre,25-29,Mar,Santo Domingo
2275,2018,Marzo,Domingo,18:00-23:59,Hombre,25-29,Río,San Pedro de Macorís
2276,2018,Marzo,Domingo,12:00-17:59,Mujer,9-May,Otros,Santo Domingo
2277,2018,Marzo,Domingo,12:00-17:59,Hombre,0-4,Otros,Monte Plata
2278,2018,Marzo,Sábado,6:00-11:59,Hombre,50-54,Playa,Santo Domingo
2279,2018,Marzo,Viernes,N/D,Hombre,14-Oct,Otros,Azua
2280,2018,Marzo,Viernes,N/D,Hombre,9-May,Otros,Azua
2281,2018,Marzo,Domingo,18:00-23:59,Hombre,14-Oct,Río,La Altagracia
2282,2018,Marzo,Jueves,18:00-23:59,Hombre,14-Oct,Otros,La Altagracia
2283,2018,Abril,Lunes,12:00-17:59,Hombre,25-29,Playa,San Pedro de Macorís
2284,2018,Abril,Lunes,6:00-11:59,Hombre,20-24,Playa,María Trinidad Sánchez
2285,2018,Abril,Domingo,12:00-17:59,Hombre,0-4,Río,Puerto Plata
2286,2018,Abril,Domingo,18:00-23:59,Hombre,30-34,Río,San Cristóbal
2287,2018,Abril,Domingo,12:00-17:59,Hombre,0-4,Otros,La Romana
2288,2018,Abril,Sábado,12:00-17:59,Hombre,30-34,Playa,Barahona
2289,2018,Abril,Jueves,12:00-17:59,Hombre,25-29,Río,San Pedro de Macorís
2290,2018,Abril,Miércoles,6:00-11:59,Hombre,N/D,Otros,La Altagracia
2291,2018,Abril,Domingo,12:00-17:59,Hombre,35-39,Playa,María Trinidad Sánchez
2292,2018,Abril,Domingo,18:00-23:59,Hombre,55-59,Otros,La Vega
2293,2018,Abril,Sábado,12:00-17:59,Hombre,N/D,Río,La Altagracia
2294,2018,Abril,Jueves,6:00-11:59,Mujer,30-34,Playa,San Cristóbal
2295,2018,Abril,Lunes,6:00-11:59,Hombre,40-44,Río,Santo Domingo
2296,2018,Abril,Domingo,12:00-17:59,Hombre,40-44,Río,Duarte
2297,2018,Abril,Domingo,12:00-17:59,Hombre,40-44,Río,Duarte
2298,2018,Abril,Domingo,12:00-17:59,Hombre,15-19,Río,Santiago
2299,2018,Abril,Sábado,6:00-11:59,Hombre,25-29,Mar,Distrito Nacional
2300,2018,Abril,Jueves,6:00-11:59,Hombre,25-29,Río,Santiago
2301,2018,Abril,Martes,12:00-17:59,Mujer,0-4,Otros,Santiago
2302,2018,Abril,Lunes,6:00-11:59,Hombre,20-24,Río,María Trinidad Sánchez
2303,2018,Abril,Lunes,12:00-17:59,Hombre,0-4,Río,La Vega
2304,2018,Abril,Lunes,12:00-17:59,Hombre,0-4,Río,La Vega
2305,2018,Abril,Lunes,12:00-17:59,Hombre,20-24,Río,San Pedro de Macorís
2306,2018,Abril,Domingo,12:00-17:59,Hombre,20-24,Playa,Santo Domingo
2307,2018,Abril,Sábado,18:00-23:59,Hombre,45-49,Mar,Samaná
2308,2018,Abril,Sábado,6:00-11:59,Mujer,0-4,Otros,Distrito Nacional
2309,2018,Abril,Viernes,18:00-23:59,Mujer,75-79,Otros,La Altagracia
2310,2018,Abril,Viernes,18:00-23:59,Hombre,15-19,Otros,Azua
2311,2018,Abril,Jueves,6:00-11:59,Hombre,50-54,Otros,Monte Cristi
2312,2018,Abril,Jueves,12:00-17:59,Hombre,0-4,Otros,Santo Domingo
2313,2018,Abril,Jueves,12:00-17:59,Hombre,0-4,Otros,Santo Domingo
2314,2018,Abril,Miércoles,12:00-17:59,Hombre,75-79,Río,Puerto Plata
2315,2018,Abril,Martes,12:00-17:59,Hombre,N/D,Río,Monte Plata
2316,2018,Abril,Martes,12:00-17:59,Hombre,45-49,Río,Monseñor Nouel
2317,2018,Abril,Lunes,6:00-11:59,Hombre,15-19,Otros,Peravia
2318,2018,Abril,Domingo,18:00-23:59,Hombre,N/D,Río,San Cristóbal
2319,2018,Mayo,Jueves,12:00-17:59,Hombre,30-34,Río,Elías Pina
2320,2018,Mayo,Martes,18:00-23:59,Hombre,15-19,Otros,Hato Mayor
2321,2018,Mayo,Lunes,12:00-17:59,Mujer,0-4,Otros,Santo Domingo
2322,2018,Mayo,Domingo,12:00-17:59,Hombre,14-Oct,Río,La Altagracia
2323,2018,Mayo,Viernes,18:00-23:59,Hombre,0-4,Otros,La Vega
2324,2018,Mayo,Jueves,6:00-11:59,Hombre,15-19,Río,Valverde
2325,2018,Mayo,Miércoles,6:00-11:59,Hombre,20-24,Río,San Cristóbal
2326,2018,Mayo,Miércoles,12:00-17:59,Hombre,9-May,Otros,La Altagracia
2327,2018,Mayo,Sábado,18:00-23:59,Hombre,9-May,Otros,Santo Domingo
2328,2018,Mayo,Sábado,12:00-17:59,Hombre,9-May,Otros,Azua
2329,2018,Mayo,Viernes,18:00-23:59,Hombre,N/D,Otros,Monte Cristi
2330,2018,Mayo,Miércoles,12:00-17:59,Hombre,9-May,Otros,Puerto Plata
2331,2018,Mayo,Lunes,12:00-17:59,Hombre,N/D,Río,La Altagracia
2332,2018,Mayo,Sábado,12:00-17:59,Hombre,30-34,Otros,Santo Domingo
2333,2018,Mayo,Jueves,12:00-17:59,Hombre,30-34,Río,La Altagracia
2334,2018,Mayo,Lunes,6:00-11:59,Hombre,0-4,Otros,Distrito Nacional
2335,2018,Mayo,Lunes,6:00-11:59,Hombre,45-49,Otros,San Juan
2336,2018,Mayo,Domingo,12:00-17:59,Hombre,20-24,Río,San Cristóbal
2337,2018,Mayo,Domingo,6:00-11:59,Hombre,75-79,Otros,San Cristóbal
2338,2018,Mayo,Domingo,12:00-17:59,Hombre,20-24,Otros,Santo Domingo
2339,2018,Mayo,Viernes,0:00-05:59,Hombre,0-4,Río,Santiago
2340,2018,Mayo,Martes,18:00-23:59,Hombre,25-29,Río,Santo Domingo
2341,2018,Junio,Sábado,12:00-17:59,Hombre,50-54,Playa,María Trinidad Sánchez
2342,2018,Junio,Jueves,12:00-17:59,Hombre,55-59,Río,El Seybo
2343,2018,Junio,Martes,12:00-17:59,Hombre,9-May,Otros,Santo Domingo
2344,2018,Junio,Martes,12:00-17:59,Hombre,14-Oct,Otros,Santo Domingo
2345,2018,Junio,Martes,12:00-17:59,Hombre,9-May,Otros,La Altagracia
2346,2018,Junio,Martes,6:00-11:59,Hombre,0-4,Otros,Santo Domingo
2347,2018,Junio,Lunes,12:00-17:59,Mujer,9-May,Otros,Distrito Nacional
2348,2018,Junio,Lunes,12:00-17:59,Hombre,15-19,Río,San Cristóbal
2349,2018,Junio,Lunes,12:00-17:59,Hombre,35-39,Río,San Cristóbal
2350,2018,Junio,Sábado,12:00-17:59,Hombre,9-May,Otros,Sánchez Ramírez
2351,2018,Junio,Viernes,12:00-17:59,Mujer,14-Oct,Otros,La Altagracia
2352,2018,Junio,Miércoles,18:00-23:59,Hombre,15-19,Mar,Santo Domingo
2353,2018,Junio,Lunes,12:00-17:59,Hombre,15-19,Río,Santo Domingo
2354,2018,Junio,Domingo,6:00-11:59,Hombre,40-44,Río,Santo Domingo
2355,2018,Junio,Sábado,12:00-17:59,Hombre,0-4,Otros,La Altagracia
2356,2018,Junio,Sábado,18:00-23:59,Hombre,N/D,Otros,Puerto Plata
2357,2018,Junio,Sábado,0:00-05:59,Hombre,N/D,Río,Dajabón
2358,2018,Junio,Miércoles,6:00-11:59,Hombre,9-May,Río,Independencia
2359,2018,Junio,Lunes,18:00-23:59,Hombre,N/D,Otros,Puerto Plata
2360,2018,Julio,Viernes,12:00-17:59,Hombre,20-24,Río,El Seybo
2361,2018,Julio,Viernes,12:00-17:59,Hombre,9-May,Río,Santiago
2362,2018,Julio,Martes,12:00-17:59,Hombre,20-24,Río,Santo Domingo
2363,2018,Julio,Lunes,12:00-17:59,Hombre,20-24,Río,Hato Mayor
2364,2018,Julio,Domingo,12:00-17:59,Hombre,14-Oct,Río,San Cristóbal
2365,2018,Julio,Sábado,12:00-17:59,Hombre,25-29,Río,Bahoruco
2366,2018,Julio,Miércoles,6:00-11:59,Hombre,50-54,Río,Duarte
2367,2018,Julio,Domingo,6:00-11:59,Hombre,9-May,Río,San Pedro de Macorís
2368,2018,Julio,Domingo,6:00-11:59,Hombre,9-May,Río,San Pedro de Macorís
2369,2018,Julio,Domingo,6:00-11:59,Hombre,14-Oct,Río,San Pedro de Macorís
2370,2018,Julio,Domingo,12:00-17:59,Hombre,15-19,Playa,Santo Domingo
2371,2018,Julio,Viernes,12:00-17:59,Hombre,20-24,Río,La Vega
2372,2018,Julio,Martes,18:00-23:59,Hombre,20-24,Otros,Valverde
2373,2018,Julio,Martes,6:00-11:59,Mujer,50-54,Otros,Santo Domingo
2374,2018,Julio,Lunes,12:00-17:59,Hombre,20-24,Río,Monseñor Nouel
2375,2018,Julio,Domingo,18:00-23:59,Hombre,9-May,Río,Santo Domingo
2376,2018,Julio,Domingo,18:00-23:59,Mujer,14-Oct,Río,Santo Domingo
2377,2018,Julio,Viernes,N/D,Hombre,20-24,Río,Duarte
2378,2018,Julio,Jueves,12:00-17:59,Hombre,35-39,Otros,La Altagracia
2379,2018,Julio,Miércoles,6:00-11:59,Hombre,N/D,Mar,Distrito Nacional
2380,2018,Julio,Miércoles,12:00-17:59,Hombre,9-May,Otros,La Altagracia
2381,2018,Julio,Martes,6:00-11:59,Hombre,60-64,Río,Santo Domingo
2382,2018,Julio,Lunes,12:00-17:59,Hombre,15-19,Río,San Cristóbal
