Id,Año,Mes,Día,Rango de hora,Sexo,Rango de edad,Lugar,Provincia
681,2012,Diciembre,Lunes,12:00-17:59,Hombre,30-34,Río,Sánchez Ramírez
682,2012,Diciembre,Miércoles, 6:00-11:59,Hombre,0-4,Otros,San Cristóbal
683,2012,Diciembre,Miércoles,12:00-17:59,Hombre,15-19,Mar,Espaillat
684,2012,Diciembre,Domingo, 6:00-11:59,Hombre,65-69,Mar,Samaná
685,2012,Diciembre,Domingo,18:00-23:59,Hombre,65-69,Otros,Monte Cristi
686,2012,Diciembre,Jueves, 6:00-11:59,Hombre,20-24,Canal,San Juan
687,2012,Diciembre,Jueves, 6:00-11:59,Hombre,65-69,Río,Monte Plata
688,2012,Diciembre,Jueves,12:00-17:59,Hombre,0-4,Cubeta,Santo Domingo
689,2012,Diciembre,Viernes,12:00-17:59,Hombre,0-4,Río,La Vega
690,2013,Enero,Miércoles, 6:00-11:59,Hombre,20-24,Canal,Santiago
691,2013,Enero,Sábado,12:00-17:59,Hombre,N/D,Río,Distrito Nacional
692,2013,Enero,Domingo,18:00-23:59,Hombre,30-34,Mar,El Seybo
693,2013,Enero,Domingo,18:00-23:59,Hombre,N/D,Río,San Cristóbal
694,2013,Enero,Lunes,12:00-17:59,Hombre,55-59,Mar,Distrito Nacional
695,2013,Enero,Miércoles,12:00-17:59,Hombre,0-4,Cisterna,Santo Domingo
696,2013,Enero,Domingo,12:00-17:59,Hombre,25-29,Piscina,La Vega
697,2013,Enero,Domingo,12:00-17:59,Hombre,N/D,Río,Santiago
698,2013,Enero,Domingo,12:00-17:59,Hombre,0-4,Otros,La Altagracia
699,2013,Enero,Lunes,18:00-23:59,Hombre,45-49,Mar,Puerto Plata
700,2013,Enero,Jueves,18:00-23:59,Hombre,0-4,Cubeta,Santo Domingo
701,2013,Enero,Viernes,12:00-17:59,Hombre,45-49,Otros,Espaillat
702,2013,Enero,Sábado,12:00-17:59,Hombre,0-4,Cubeta,Distrito Nacional
703,2013,Enero,Miércoles,12:00-17:59,Hombre,50-54,Mar,La Altagracia
704,2013,Enero,Sábado, 6:00-11:59,Hombre,20-24,Piscina,Peravia
705,2013,Enero,Sábado,12:00-17:59,Hombre,70-74,Mar,La Altagracia
706,2013,Enero,Sábado,12:00-17:59,Hombre,0-4,Canal,Independencia
707,2013,Enero,Sábado,12:00-17:59,Hombre,35-39,Río,Monte Plata
708,2013,Enero,Lunes,18:00-23:59,Mujer,14-Oct,Piscina,Distrito Nacional
709,2013,Enero,Lunes,18:00-23:59,Mujer,14-Oct,Piscina,Distrito Nacional
710,2013,Febrero,Viernes, 6:00-11:59,Hombre,40-44,Canal,Monseñor Nouel
711,2013,Febrero,Lunes, 6:00-11:59,Hombre,N/D,Mar,Santo Domingo
712,2013,Febrero,Martes, 6:00-11:59,Mujer,55-59,Mar,Barahona
713,2013,Febrero,Viernes, 6:00-11:59,Hombre,70-74,Río,La Altagracia
714,2013,Febrero,Domingo,12:00-17:59,Hombre,20-24,Río,La Altagracia
715,2013,Febrero,Domingo,18:00-23:59,Hombre,35-39,Río,Santo Domingo
716,2013,Febrero,Lunes,12:00-17:59,Hombre,65-69,Mar,Samaná
717,2013,Febrero,Miércoles,18:00-23:59,Mujer,0-4,Canal,Bahoruco
718,2013,Febrero,Martes,12:00-17:59,Hombre,9-May,Piscina,La Romana
719,2013,Febrero,Martes,12:00-17:59,Hombre,9-May,Piscina,La Romana
720,2013,Febrero,Miércoles,12:00-17:59,Hombre,75-79,Río,Santiago
721,2013,Febrero,Martes,12:00-17:59,Hombre,30-34,Río,Monseñor Nouel
722,2013,Febrero,Martes,12:00-17:59,Hombre,35-39,Mar,La Romana
723,2013,Febrero,Miércoles, 6:00-11:59,Hombre,0-4,Río,San Cristóbal
724,2013,Marzo,Sábado, 6:00-11:59,Hombre,N/D,Mar,Santo Domingo
725,2013,Marzo,Sábado,12:00-17:59,Mujer,0-4,Cubeta,El Seybo
726,2013,Marzo,Sábado,18:00-23:59,Hombre,20-24,Otros,La Vega
727,2013,Marzo,Domingo,12:00-17:59,Mujer,0-4,Cubeta,San Pedro de Macorís
728,2013,Marzo,Domingo,12:00-17:59,Hombre,35-39,Pozo,La Vega
729,2013,Marzo,Jueves,12:00-17:59,Hombre,15-19,Río,Puerto Plata
730,2013,Marzo,Domingo,12:00-17:59,Hombre,0-4,Río,Peravia
731,2013,Marzo,Domingo,12:00-17:59,Hombre,15-19,Río,Peravia
732,2013,Marzo,Lunes, 6:00-11:59,Hombre,55-59,Canal,Santiago
733,2013,Marzo,Martes, 6:00-11:59,Hombre,45-49,Mar,Puerto Plata
734,2013,Marzo,Miércoles,12:00-17:59,Mujer,80 y mas,Río,Duarte
735,2013,Marzo,Miércoles,18:00-23:59,Hombre,0-4,Canal,San Juan
736,2013,Marzo,Jueves,18:00-23:59,Hombre,40-44,Mar,Azua
737,2013,Marzo,Viernes,12:00-17:59,Mujer,0-4,Piscina,Santiago
738,2013,Marzo,Viernes,12:00-17:59,Hombre,0-4,Cubeta,Santiago
739,2013,Marzo,Sábado, 6:00-11:59,Hombre,60-64,Mar,Samaná
740,2013,Marzo,Sábado,12:00-17:59,Mujer,14-Oct,Otros,Monte Cristi
741,2013,Marzo,Sábado,12:00-17:59,Hombre,50-54,Río,Santo Domingo
742,2013,Marzo,Lunes,12:00-17:59,Hombre,20-24,Río,Distrito Nacional
743,2013,Marzo,Miércoles,12:00-17:59,Hombre,14-Oct,Mar,Santo Domingo
744,2013,Marzo,Jueves, 6:00-11:59,Hombre,55-59,Canal,Santiago
745,2013,Marzo,Viernes,18:00-23:59,Hombre,15-19,Río,Peravia
746,2013,Marzo,Domingo, 6:00-11:59,Hombre,30-34,Cisterna,Santo Domingo
747,2013,Marzo,Domingo,12:00-17:59,Mujer,0-4,Cisterna,Santo Domingo
748,2013,Marzo,Domingo,18:00-23:59,Hombre,15-19,Río,Santo Domingo
749,2013,Marzo,Domingo,18:00-23:59,Hombre,20-24,Río,Peravia
750,2013,Marzo,Lunes,12:00-17:59,Hombre,14-Oct,Río,Sánchez Ramírez
751,2013,Marzo,Lunes,12:00-17:59,Hombre,14-Oct,Río,Sánchez Ramírez
752,2013,Marzo,Martes, 6:00-11:59,Mujer,N/D,Mar,Santo Domingo
753,2013,Marzo,Martes, 6:00-11:59,Hombre,40-44,Río,Elías Pina
754,2013,Marzo,Martes,12:00-17:59,Hombre,35-39,Río,La Altagracia
755,2013,Marzo,Martes,12:00-17:59,Mujer,9-May,Río,La Altagracia
756,2013,Marzo,Martes,12:00-17:59,Hombre,9-May,Río,Monte Plata
757,2013,Marzo,Miércoles,12:00-17:59,Hombre,20-24,Río,Santiago
758,2013,Marzo,Viernes,12:00-17:59,Hombre,45-49,Mar,Santo Domingo
759,2013,Marzo,Viernes,12:00-17:59,Hombre,15-19,Mar,María Trinidad Sánchez
760,2013,Marzo,Domingo, 6:00-11:59,Mujer,20-24,Mar,San Pedro de Macorís
761,2013,Marzo,Domingo,18:00-23:59,Mujer,0-4,Piscina,La Altagracia
762,2013,Abril,Lunes,12:00-17:59,Hombre,14-Oct,Piscina,Distrito Nacional
763,2013,Abril,Miércoles,18:00-23:59,Hombre,0-4,Río,Monte Plata
764,2013,Abril,Viernes,0:00-05:59,Hombre,N/D,Pozo,Distrito Nacional
765,2013,Abril,Viernes,18:00-23:59,Hombre,40-44,Río,Santiago
766,2013,Abril,Sábado,18:00-23:59,Hombre,25-29,Cisterna,Santo Domingo
767,2013,Abril,Domingo,12:00-17:59,Hombre,30-34,Río,San Pedro de Macorís
768,2013,Abril,Domingo,12:00-17:59,Hombre,40-44,Mar,Puerto Plata
769,2013,Abril,Domingo,18:00-23:59,Hombre,9-May,Río,Peravia
770,2013,Abril,Lunes,12:00-17:59,Hombre,0-4,Río,San Cristóbal
771,2013,Abril,Lunes,12:00-17:59,Hombre,45-49,Mar,La Altagracia
772,2013,Abril,Miércoles,12:00-17:59,Mujer,0-4,Piscina,Samaná
773,2013,Abril,Jueves,0:00-05:59,Hombre,N/D,Mar,Santo Domingo
774,2013,Abril,Viernes,12:00-17:59,Hombre,9-May,Otros,Santo Domingo
775,2013,Abril,Sábado, 6:00-11:59,Hombre,45-49,Río,Santiago
776,2013,Abril,Sábado, 6:00-11:59,Hombre,15-19,Mar,San Cristóbal
777,2013,Abril,Miércoles, 6:00-11:59,Hombre,N/D,Río,Distrito Nacional
778,2013,Abril,Jueves, 6:00-11:59,Hombre,0-4,Otros,Santo Domingo
779,2013,Abril,Sábado,18:00-23:59,Hombre,25-29,Canal,Peravia
780,2013,Abril,Sábado,12:00-17:59,Hombre,15-19,Río,San Pedro de Macorís
781,2013,Abril,Sábado,18:00-23:59,Hombre,35-39,Mar,Santo Domingo
782,2013,Abril,Domingo,12:00-17:59,Mujer,15-19,Río,La Altagracia
783,2013,Abril,Lunes,12:00-17:59,Hombre,25-29,Río,Santo Domingo
784,2013,Abril,Martes, 6:00-11:59,Hombre,65-69,Río,Santiago
785,2013,Abril,Jueves, 6:00-11:59,Hombre,55-59,Otros,Independencia
786,2013,Abril,Jueves,18:00-23:59,Mujer,0-4,Río,Dajabón
787,2013,Abril,Viernes,0:00-05:59,Hombre,40-44,Otros,Azua
788,2013,Abril,Sábado, 6:00-11:59,Hombre,20-24,Mar,María Trinidad Sánchez
789,2013,Abril,Sábado,12:00-17:59,Hombre,9-May,Río,Dajabón
790,2013,Abril,Sábado,18:00-23:59,Hombre,40-44,Mar,Distrito Nacional
791,2013,Abril,Domingo,12:00-17:59,Hombre,9-May,Río,Monte Plata
792,2013,Abril,Lunes,12:00-17:59,Mujer,14-Oct,Río,Peravia
793,2013,Abril,Lunes,12:00-17:59,Hombre,30-34,Río,Peravia
794,2013,Abril,Lunes,12:00-17:59,Hombre,35-39,Piscina,Santo Domingo
795,2013,Abril,Lunes,12:00-17:59,Hombre,20-24,Río,San Cristóbal
796,2013,Abril,Lunes,12:00-17:59,Mujer,9-May,Cisterna,Santo Domingo
797,2013,Abril,Lunes,18:00-23:59,Hombre,20-24,Otros,Santiago
798,2013,Abril,Lunes,18:00-23:59,Hombre,25-29,Río,Sánchez Ramírez
799,2013,Abril,Martes, 6:00-11:59,Mujer,N/D,Río,Distrito Nacional
800,2013,Mayo,Jueves,12:00-17:59,Hombre,20-24,Río,Santo Domingo
801,2013,Mayo,Viernes,12:00-17:59,Hombre,35-39,Otros,Sánchez Ramírez
802,2013,Mayo,Viernes,12:00-17:59,Hombre,25-29,Mar,Samaná
803,2013,Mayo,Domingo,12:00-17:59,Mujer,14-Oct,Mar,Puerto Plata
804,2013,Mayo,Jueves, 6:00-11:59,Hombre,50-54,Mar,Samaná
805,2013,Mayo,Lunes, 6:00-11:59,Hombre,15-19,Pozo,San José de Ocoa
806,2013,Mayo,Lunes,12:00-17:59,Hombre,20-24,Mar,La Altagracia
807,2013,Mayo,Miércoles,12:00-17:59,Hombre,14-Oct,Canal,Santiago
808,2013,Mayo,Miércoles,12:00-17:59,Hombre,14-Oct,Río,Puerto Plata
809,2013,Mayo,Jueves,12:00-17:59,Mujer,0-4,Canal,Valverde
810,2013,Mayo,Jueves,12:00-17:59,Hombre,9-May,Canal,Bahoruco
811,2013,Mayo,Viernes,18:00-23:59,Hombre,14-Oct,Río,La Altagracia
812,2013,Mayo,Sábado,18:00-23:59,Hombre,9-May,Otros,Monte Cristi
813,2013,Mayo,Domingo,12:00-17:59,Mujer,9-May,Piscina,Puerto Plata
814,2013,Mayo,Jueves,18:00-23:59,Hombre,15-19,Río,Distrito Nacional
815,2013,Mayo,Martes,18:00-23:59,Hombre,N/D,Canal,Independencia
816,2013,Junio,Sábado,12:00-17:59,Hombre,80 y mas,Cisterna,Espaillat
817,2013,Junio,Martes,12:00-17:59,Hombre,N/D,Río,Santo Domingo
818,2013,Junio,Miércoles,12:00-17:59,Hombre,40-44,Río,Monte Plata
819,2013,Junio,Jueves, 6:00-11:59,Hombre,0-4,Cubeta,Valverde
820,2013,Junio,Viernes, 6:00-11:59,Mujer,55-59,Cubeta,Azua
821,2013,Junio,Sábado, 6:00-11:59,Hombre,35-39,Río,Santo Domingo
822,2013,Junio,Sábado,12:00-17:59,Hombre,45-49,Canal,Duarte
823,2013,Junio,Lunes, 6:00-11:59,Hombre,55-59,Otros,Independencia
824,2013,Junio,Lunes,12:00-17:59,Hombre,0-4,Cubeta,San Cristóbal
825,2013,Junio,Lunes,18:00-23:59,Hombre,55-59,Mar,Santo Domingo
826,2013,Junio,Martes, 6:00-11:59,Hombre,30-34,Río,Santo Domingo
827,2013,Junio,Martes, 6:00-11:59,Hombre,20-24,Otros,Peravia
828,2013,Junio,Martes,12:00-17:59,Hombre,70-74,Otros,Sánchez Ramírez
829,2013,Junio,Miércoles,12:00-17:59,Hombre,15-19,Otros,Monte Plata
830,2013,Junio,Miércoles,12:00-17:59,Hombre,15-19,Pozo,Distrito Nacional
831,2013,Junio,Miércoles,12:00-17:59,Hombre,20-24,Río,Monseñor Nouel
832,2013,Junio,Jueves,12:00-17:59,Hombre,35-39,Mar,Puerto Plata
833,2013,Junio,Jueves,18:00-23:59,Hombre,0-4,Cubeta,Santo Domingo
834,2013,Junio,Viernes, 6:00-11:59,Hombre,0-4,Cubeta,Santo Domingo
835,2013,Junio,Sábado,12:00-17:59,Hombre,45-49,Mar,Distrito Nacional
836,2013,Junio,Sábado,12:00-17:59,Hombre,0-4,Río,La Vega
837,2013,Junio,Domingo,12:00-17:59,Hombre,9-May,Río,Santo Domingo
838,2013,Junio,Domingo,12:00-17:59,Hombre,N/D,Mar,Santo Domingo
839,2013,Junio,Domingo,12:00-17:59,Hombre,25-29,Río,Monte Plata
840,2013,Junio,Domingo,12:00-17:59,Hombre,15-19,Otros,Santo Domingo
841,2013,Junio,Lunes,12:00-17:59,Mujer,0-4,Cubeta,San Juan
842,2013,Junio,Lunes,12:00-17:59,Mujer,30-34,Mar,Distrito Nacional
843,2013,Junio,Lunes,12:00-17:59,Hombre,0-4,Río,Peravia
844,2013,Junio,Miércoles, 6:00-11:59,Hombre,0-4,Piscina,San José de Ocoa
845,2013,Junio,Jueves, 6:00-11:59,Mujer,0-4,Piscina,Samaná
846,2013,Junio,Martes,18:00-23:59,Hombre,0-4,Otros,Independencia
847,2013,Junio,Miércoles,18:00-23:59,Hombre,20-24,Río,Duarte
848,2013,Junio,Miércoles,18:00-23:59,Hombre,N/D,Canal,Azua
849,2013,Junio,Jueves,12:00-17:59,Hombre,65-69,Río,Puerto Plata
850,2013,Junio,Jueves,12:00-17:59,Hombre,35-39,Río,Santo Domingo
851,2013,Junio,Viernes,18:00-23:59,Hombre,35-39,Río,Santo Domingo
852,2013,Junio,Sábado,12:00-17:59,Hombre,0-4,Piscina,San Pedro de Macorís
853,2013,Junio,Domingo,12:00-17:59,Hombre,75-79,Río,Santo Domingo
854,2013,Junio,Domingo,12:00-17:59,Hombre,20-24,Río,Monseñor Nouel
855,2013,Junio,Domingo,12:00-17:59,Hombre,14-Oct,Río,Santo Domingo
856,2013,Junio,Domingo, 6:00-11:59,Hombre,15-19,Mar,San Cristóbal
857,2013,Julio,Lunes, 6:00-11:59,Hombre,30-34,Mar,San Pedro de Macorís
858,2013,Julio,Martes, 6:00-11:59,Hombre,15-19,Río,Santo Domingo
859,2013,Julio,Viernes, 6:00-11:59,Hombre,15-19,Pozo,Samaná
860,2013,Julio,Viernes, 6:00-11:59,Hombre,0-4,Canal,Valverde
861,2013,Julio,Viernes, 6:00-11:59,Hombre,25-29,Río,Duarte
862,2013,Julio,Domingo, 6:00-11:59,Hombre,N/D,Río,Monte Cristi
863,2013,Julio,Domingo,12:00-17:59,Mujer,15-19,Río,Puerto Plata
864,2013,Julio,Miércoles, 6:00-11:59,Hombre,15-19,Otros,Monseñor Nouel
865,2013,Julio,Miércoles, 6:00-11:59,Hombre,15-19,Río,Hermanas Mirabal
866,2013,Julio,Sábado,12:00-17:59,Hombre,45-49,Río,San Cristóbal
867,2013,Julio,Sábado,12:00-17:59,Hombre,35-39,Río,San Cristóbal
868,2013,Julio,Sábado,12:00-17:59,Hombre,9-May,Río,La Altagracia
869,2013,Julio,Domingo,12:00-17:59,Mujer,20-24,Río,San Cristóbal
870,2013,Julio,Domingo,12:00-17:59,Hombre,9-May,Pozo,Santo Domingo
871,2013,Julio,Domingo,12:00-17:59,Hombre,9-May,Pozo,Santo Domingo
872,2013,Julio,Martes,18:00-23:59,Mujer,0-4,Cisterna,San Pedro de Macorís
873,2013,Julio,Miércoles, 6:00-11:59,Mujer,0-4,Cubeta,Santo Domingo
874,2013,Julio,Jueves,18:00-23:59,Hombre,40-44,Otros,Monte Cristi
875,2013,Julio,Viernes,12:00-17:59,Hombre,20-24,Mar,Santo Domingo
876,2013,Julio,Viernes,18:00-23:59,Hombre,0-4,Cisterna,La Altagracia
877,2013,Julio,Sábado, 6:00-11:59,Hombre,15-19,Río,San Juan
878,2013,Julio,Domingo,0:00-05:59,Hombre,20-24,Mar,Santo Domingo
879,2013,Julio,Lunes,12:00-17:59,Mujer,0-4,Cubeta,Santo Domingo
880,2013,Julio,Lunes,18:00-23:59,Mujer,0-4,Cubeta,Barahona
881,2013,Julio,Martes,12:00-17:59,Hombre,25-29,Río,Duarte
882,2013,Julio,Martes,12:00-17:59,Mujer,N/D,Mar,San Pedro de Macorís
883,2013,Julio,Martes,12:00-17:59,Hombre,55-59,Canal,Independencia
884,2013,Julio,Miércoles,12:00-17:59,Hombre,14-Oct,Piscina,La Altagracia
885,2013,Julio,Miércoles,12:00-17:59,Hombre,30-34,Mar,Distrito Nacional
886,2013,Julio,Miércoles,12:00-17:59,Hombre,20-24,Río,Santo Domingo
887,2013,Julio,Viernes,12:00-17:59,Hombre,15-19,Río,El Seybo
888,2013,Julio,Viernes,12:00-17:59,Hombre,20-24,Río,Espaillat
889,2013,Julio,Sábado,12:00-17:59,Hombre,25-29,Río,Santo Domingo
890,2013,Julio,Sábado,18:00-23:59,Hombre,20-24,Río,San Cristóbal
891,2013,Julio,Domingo,12:00-17:59,Hombre,20-24,Mar,Barahona
892,2013,Julio,Lunes,12:00-17:59,Hombre,14-Oct,Canal,Monte Cristi
893,2013,Julio,Lunes, 6:00-11:59,Hombre,65-69,Canal,Monseñor Nouel
894,2013,Julio,Miércoles, 6:00-11:59,Hombre,14-Oct,Río,La Altagracia
895,2013,Julio,Miércoles,12:00-17:59,Hombre,30-34,Canal,Sánchez Ramírez
896,2013,Agosto,Jueves,12:00-17:59,Hombre,9-May,Río,Espaillat
897,2013,Agosto,Viernes,18:00-23:59,Hombre,25-29,Río,Barahona
898,2013,Agosto,Viernes,18:00-23:59,Hombre,0-4,Río,San Pedro de Macorís
899,2013,Agosto,Sábado,18:00-23:59,Hombre,0-4,Canal,Barahona
900,2013,Agosto,Sábado,0:00-05:59,Mujer,35-39,Mar,Puerto Plata
901,2013,Agosto,Domingo, 6:00-11:59,Mujer,9-May,Río,Santo Domingo
902,2013,Agosto,Domingo, 6:00-11:59,Hombre,0-4,Piscina,María Trinidad Sánchez
903,2013,Agosto,Domingo,12:00-17:59,Hombre,9-May,Río,Santo Domingo
904,2013,Agosto,Domingo,18:00-23:59,Hombre,9-May,Río,Monte Plata
905,2013,Agosto,Domingo,18:00-23:59,Hombre,45-49,Piscina,Santiago
906,2013,Agosto,Lunes,12:00-17:59,Hombre,20-24,Río,Monte Plata
907,2013,Agosto,Martes, 6:00-11:59,Hombre,40-44,Mar,Barahona
908,2013,Agosto,Martes, 6:00-11:59,Hombre,0-4,Cisterna,La Vega
909,2013,Agosto,Miércoles,12:00-17:59,Hombre,14-Oct,Río,Sánchez Ramírez
910,2013,Agosto,Jueves,12:00-17:59,Hombre,70-74,Mar,San Cristóbal
911,2013,Agosto,Jueves,12:00-17:59,Hombre,20-24,Río,Santo Domingo
912,2013,Agosto,Viernes,12:00-17:59,Hombre,9-May,Canal,La Vega
913,2013,Agosto,Sábado,12:00-17:59,Hombre,N/D,Río,Santo Domingo
914,2013,Agosto,Sábado,12:00-17:59,Hombre,60-64,Río,Samaná
915,2013,Agosto,Sábado,18:00-23:59,Hombre,25-29,Río,Peravia
916,2013,Agosto,Sábado,18:00-23:59,Hombre,30-34,Canal,Azua
917,2013,Agosto,Domingo,12:00-17:59,Mujer,0-4,Cubeta,Puerto Plata
918,2013,Agosto,Domingo,12:00-17:59,Hombre,20-24,Río,La Vega
919,2013,Agosto,Domingo,12:00-17:59,Mujer,14-Oct,Río,Santiago
920,2013,Agosto,Domingo,12:00-17:59,Hombre,55-59,Mar,Samaná
921,2013,Agosto,Domingo,12:00-17:59,Hombre,20-24,Mar,Barahona
922,2013,Agosto,Jueves, 6:00-11:59,Hombre,20-24,Pozo,Monseñor Nouel
923,2013,Agosto,Viernes,18:00-23:59,Hombre,25-29,Piscina,Santo Domingo
924,2013,Agosto,Domingo, 6:00-11:59,Hombre,9-May,Canal,Duarte
925,2013,Agosto,Domingo,18:00-23:59,Hombre,30-34,Piscina,Santiago
926,2013,Agosto,Martes, 6:00-11:59,Hombre,80 y mas,Canal,Duarte
927,2013,Agosto,Miércoles, 6:00-11:59,Mujer,0-4,Piscina,San Cristóbal
928,2013,Agosto,Jueves, 6:00-11:59,Hombre,50-54,Cisterna,Monte Cristi
929,2013,Agosto,Jueves,18:00-23:59,Hombre,14-Oct,Río,Santo Domingo
930,2013,Agosto,Viernes, 6:00-11:59,Hombre,0-4,Cubeta,Santo Domingo
931,2013,Agosto,Sábado,18:00-23:59,Mujer,35-39,Río,Santiago
932,2013,Agosto,Sábado,18:00-23:59,Hombre,14-Oct,Río,Santiago
933,2013,Septiembre,Domingo, 6:00-11:59,Hombre,30-34,Río,Distrito Nacional
934,2013,Septiembre,Domingo,0:00-05:59,Hombre,75-79,Mar,Puerto Plata
935,2013,Septiembre,Martes,12:00-17:59,Mujer,0-4,Piscina,La Altagracia
936,2013,Septiembre,Miércoles,12:00-17:59,Mujer,0-4,Piscina,Samaná
937,2013,Septiembre,Sábado,12:00-17:59,Hombre,0-4,Cubeta,La Romana
938,2013,Septiembre,Domingo,12:00-17:59,Mujer,0-4,Cubeta,Santo Domingo
939,2013,Septiembre,Domingo,12:00-17:59,Hombre,80 y mas,Río,Duarte
940,2013,Septiembre,Domingo,0:00-05:59,Mujer,25-29,Río,La Vega
941,2013,Septiembre,Martes,18:00-23:59,Hombre,45-49,Canal,Valverde
942,2013,Septiembre,Lunes,12:00-17:59,Hombre,14-Oct,Río,La Altagracia
943,2013,Septiembre,Martes,12:00-17:59,Hombre,40-44,Río,San Cristóbal
944,2013,Septiembre,Miércoles,18:00-23:59,Mujer,9-May,Río,La Altagracia
945,2013,Septiembre,Jueves,18:00-23:59,Hombre,9-May,Piscina,Santiago
946,2013,Septiembre,Domingo,12:00-17:59,Hombre,0-4,Piscina,Azua
947,2013,Septiembre,Domingo,12:00-17:59,Hombre,N/D,Río,Santo Domingo
948,2013,Septiembre,Lunes,12:00-17:59,Hombre,15-19,Otros,San José de Ocoa
949,2013,Septiembre,Lunes,12:00-17:59,Hombre,25-29,Río,La Romana
950,2013,Septiembre,Miércoles,18:00-23:59,Hombre,14-Oct,Río,Espaillat
951,2013,Septiembre,Jueves, 6:00-11:59,Hombre,20-24,Otros,San Cristóbal
952,2013,Septiembre,Sábado,18:00-23:59,Hombre,80 y mas,Canal,Santiago
953,2013,Septiembre,Domingo,18:00-23:59,Hombre,25-29,Río,Duarte
954,2013,Septiembre,Martes,12:00-17:59,Hombre,14-Oct,Río,Santo Domingo
955,2013,Septiembre,Martes,18:00-23:59,Hombre,N/D,Río,Peravia
956,2013,Septiembre,Miércoles, 6:00-11:59,Hombre,80 y mas,Río,Santo Domingo
957,2013,Septiembre,Miércoles,12:00-17:59,Hombre,30-34,Río,Santo Domingo
958,2013,Septiembre,Jueves,18:00-23:59,Hombre,25-29,Piscina,Peravia
959,2013,Septiembre,Viernes,12:00-17:59,Hombre,0-4,Cisterna,Santo Domingo
960,2013,Septiembre,Domingo, 6:00-11:59,Hombre,15-19,Río,La Romana
961,2013,Octubre,Martes, 6:00-11:59,Hombre,65-69,Canal,San Juan
962,2013,Octubre,Martes,18:00-23:59,Hombre,35-39,Piscina,Puerto Plata
963,2013,Octubre,Sábado,12:00-17:59,Hombre,25-29,Río,La Vega
964,2013,Octubre,Sábado,18:00-23:59,Hombre,0-4,Río,Duarte
965,2013,Octubre,Domingo,18:00-23:59,Mujer,14-Oct,Río,Peravia
966,2013,Octubre,Domingo,12:00-17:59,Mujer,N/D,Mar,Azua
967,2013,Octubre,Miércoles,18:00-23:59,Mujer,14-Oct,Río,San Cristóbal
968,2013,Octubre,Viernes,12:00-17:59,Hombre,N/D,Canal,Azua
969,2013,Octubre,Viernes,18:00-23:59,Hombre,N/D,Mar,Distrito Nacional
970,2013,Octubre,Sábado,12:00-17:59,Mujer,0-4,Piscina,Duarte
971,2013,Octubre,Sábado,12:00-17:59,Hombre,14-Oct,Piscina,Santo Domingo
972,2013,Octubre,Jueves,12:00-17:59,Hombre,9-May,Río,San Cristóbal
973,2013,Octubre,Jueves,12:00-17:59,Hombre,0-4,Río,San Cristóbal
974,2013,Octubre,Jueves,12:00-17:59,Hombre,9-May,Río,San Cristóbal
975,2013,Octubre,Domingo,0:00-05:59,Hombre,35-39,Río,Duarte
976,2013,Octubre,Lunes, 6:00-11:59,Mujer,45-49,Cubeta,San Cristóbal
977,2013,Octubre,Miércoles,12:00-17:59,Hombre,14-Oct,Río,Monte Cristi
978,2013,Octubre,Viernes,18:00-23:59,Hombre,70-74,Río,El Seybo
979,2013,Octubre,Sábado, 6:00-11:59,Mujer,0-4,Piscina,Samaná
980,2013,Octubre,Martes,18:00-23:59,Hombre,20-24,Mar,Santo Domingo
981,2013,Noviembre,Sábado,12:00-17:59,Hombre,20-24,Río,Santiago
982,2013,Noviembre,Sábado,18:00-23:59,Hombre,0-4,Cisterna,La Altagracia
983,2013,Noviembre,Domingo,12:00-17:59,Hombre,15-19,Mar,Santo Domingo
984,2013,Noviembre,Domingo,12:00-17:59,Hombre,30-34,Canal,Valverde
985,2013,Noviembre,Lunes, 6:00-11:59,Hombre,30-34,Canal,Hermanas Mirabal
986,2013,Noviembre,Lunes, 6:00-11:59,Hombre,30-34,Río,Santiago
987,2013,Noviembre,Lunes, 6:00-11:59,Hombre,0-4,Otros,Puerto Plata
988,2013,Noviembre,Martes,12:00-17:59,Hombre,60-64,Río,Hermanas Mirabal
989,2013,Noviembre,Sábado,12:00-17:59,Hombre,55-59,Mar,La Altagracia
990,2013,Noviembre,Lunes,12:00-17:59,Hombre,15-19,Río,La Romana
991,2013,Noviembre,Lunes,12:00-17:59,Hombre,14-Oct,Río,La Romana
992,2013,Noviembre,Lunes,12:00-17:59,Hombre,25-29,Río,Monte Cristi
993,2013,Noviembre,Miércoles,18:00-23:59,Hombre,40-44,Río,Hato Mayor
994,2013,Noviembre,Miércoles,12:00-17:59,Hombre,55-59,Río,La Altagracia
995,2013,Noviembre,Miércoles,12:00-17:59,Hombre,40-44,Río,Independencia
996,2013,Noviembre,Miércoles,18:00-23:59,Hombre,20-24,Río,San Cristóbal
997,2013,Noviembre,Sábado,18:00-23:59,Hombre,30-34,Mar,San Pedro de Macorís
998,2013,Noviembre,Sábado, 6:00-11:59,Hombre,75-79,Mar,La Romana
999,2013,Noviembre,Lunes, 6:00-11:59,Hombre,35-39,Mar,Puerto Plata
1000,2013,Noviembre,Lunes,12:00-17:59,Hombre,40-44,Otros,Santiago
1001,2013,Noviembre,Lunes,12:00-17:59,Hombre,9-May,Piscina,María Trinidad Sánchez
1002,2013,Noviembre,Miércoles,18:00-23:59,Hombre,40-44,Río,Santiago
